"","baker","baker_age","hometown","baker_occupation","series","episode","signature_bake","show_stopper","technical","result"
"469","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,5,"Naked Blueberry and Caraway Crunch Cake","Chocolate and Strawberry Lime Ice Cream Roll",1,"STAR BAKER"
"470","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,6,"Bay Leaf, Rong Tea and Pear Tart","Bengali Korma and Clementine with Cod Vol-au-vents",4,"IN"
"471","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,7,"Aromatic Raised Game Pie","Mango and Raspberry Charlotte Russe",1,"IN"
"472","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,8,"Rose Pistachio and Mocha Hazelnut Horns","Bubble Gum and Peppermint Cream Religieuse à l'ancienne",1,"STAR BAKER"
"473","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,9,"Peanut Salted Caramel and Chocolate Tart","Peacock in Nan's Door",4,"STAR BAKER"
"474","Nadiya Hussain  ",30,"Leeds / Luton","Full-time mother",6,10,"Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","My Big Fat British Wedding Cake",1,"WINNER"
"475","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,1,"Coffee and Hazelnut Swiss Roll","Jaffa Orange Cakes",1,"STAR BAKER"
"476","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,2,"Fennel and Rye Thins","Hansel and Gretel Scene",2,"IN"
"477","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,3,"Cider and Walnut Crusty Rolls","'Full English' Stromboli",5,"IN"
"478","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,4,"Pistachio Puddings with Chocolate Sauce","Summer Pudding Alaska",4,"IN"
"479","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,5,"Chocolate Crusted Passion Fruit Tart","Trio of Apple Pies",4,"IN"
"480","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,6,"Rum Punch Savarin with Coconut Cream and Tropical Fruits","Chocolate and Caramel Dobos Torte",1,"IN"
"481","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,7,"Spicy Duck Pasties","Smoked Salmon and Horseradish & Raspberry Ripple Éclairs",2,"IN"
"482","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,8,"Lincolnshire Plum Braid","Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)",3,"IN"
"483","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,9,"Coffee and Chocolate BaklavaBreakfast Baklava","Raspberry NonnettesLime and Passion Fruit Entremets",3,"IN"
"484","Nancy Birtwhistle  ",60,"Barton-upon-Humber, Lincolnshire","Retired Practice Manager",5,10,"Apple and Lemon KitesRaspberry and Almond Croissants","Red Windmill",1,"WINNER"
"485","Natasha Stringer  ",36,"Tamworth, Staffordshire","Midwife",3,1,"Pineapple & Passion Fruit","Mother's Day Layered Rose Cake",12,"OUT"
"486","Norman Calder  ",66,"Portknockie, Moray","Retired Naval Officer",5,1,"Black Forest Swiss Roll","Almond and Raspberry Mini Cakes",11,"IN"
"487","Norman Calder  ",66,"Portknockie, Moray","Retired Naval Officer",5,2,"Farthing Biscuits","Zulu Boats at Dawn",10,"IN"
"488","Norman Calder  ",66,"Portknockie, Moray","Retired Naval Officer",5,3,"Rye Bread Rolls","Chicken and Roasted Vegetable Picnic Loaf",4,"IN"
"489","Norman Calder  ",66,"Portknockie, Moray","Retired Naval Officer",5,4,"Mini Sticky Toffee Puddings","Baked Alaska with Strawberry Surprise",8,"IN"
"490","Norman Calder  ",66,"Portknockie, Moray","Retired Naval Officer",5,5,"Tarte au Citron","Pieful Tower",5,"OUT"
"491","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,1,"Lemon, Ginger and Caraway Seed Madeira Cake","Black Forest Chocolate Creation",10,"IN"
"492","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,2,"Chocolate, Hazelnut and Fig Biscotti","Memory Box",10,"IN"
"493","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,3,"Cranberry and Orange Sweet Soda Breads","King of the Jungle",10,"IN"
"494","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,4,"Almond Crème Brûlées","Berry Cheesecake Tower",1,"IN"
"495","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,5,"Carrot & Pecan Cake","Dessert Island Getaway",2,"IN"
"496","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,6,"Christmas Frangipane Tart","Savoury and Sweet Bouchées",5,"IN"
"497","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,7,"Not a Boaring Pie","Charlotte Rose",2,"IN"
"498","Paul Jagger  ",49,"Swansea, Wales","Prison governor",6,8,"Café Tipple & Banana Crunch-away Horns","Religieuse à l'ancienne",5,"OUT"
"499","Peter Abatan  ",52,"Southend, Essex","IT programme manager",8,1,"Coconut Cake","'Bread on a Breadboard' Cake",10,"OUT"
"500","Peter Maloney  ",43,"Windsor, Berkshire","Sales manager",3,1,"Pear, Muscat & Chocolate","Jubilee Cake",3,"IN"
"501","Peter Maloney  ",43,"Windsor, Berkshire","Sales manager",3,2,"Fennel and Nigella Seed NaanBannock Bread","Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",11,"OUT"
"502","Phil Thorne  ",56,"Rainham","HGV driver",10,1,NA,NA,8,"IN"
"503","Phil Thorne  ",56,"Rainham","HGV driver",10,2,NA,NA,3,"IN"
"504","Phil Thorne  ",56,"Rainham","HGV driver",10,3,NA,NA,10,"IN"
"505","Phil Thorne  ",56,"Rainham","HGV driver",10,4,NA,NA,6,"OUT"
"506","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,1,NA,NA,7,"IN"
"507","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,2,NA,NA,7,"IN"
"508","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,3,NA,NA,4,"IN"
"509","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,4,NA,NA,10,"IN"
"510","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,5,NA,NA,2,"IN"
"511","Priya O'Shea  ",34,"Leicester","Marketing consultant",10,6,NA,NA,7,"OUT"
"512","Rahul Mandal  ",30,"Rotherham","Research scientist",9,1,NA,NA,7,"IN"
"513","Rahul Mandal  ",30,"Rotherham","Research scientist",9,2,NA,NA,2,"STAR BAKER"
"514","Rahul Mandal  ",30,"Rotherham","Research scientist",9,3,NA,NA,4,"STAR BAKER"
"515","Rahul Mandal  ",30,"Rotherham","Research scientist",9,4,NA,NA,4,"IN"
"516","Rahul Mandal  ",30,"Rotherham","Research scientist",9,5,NA,NA,3,"IN"
"517","Rahul Mandal  ",30,"Rotherham","Research scientist",9,6,NA,NA,3,"IN"
"518","Rahul Mandal  ",30,"Rotherham","Research scientist",9,7,NA,NA,1,"IN"
"519","Rahul Mandal  ",30,"Rotherham","Research scientist",9,8,NA,NA,5,"IN"
"520","Rahul Mandal  ",30,"Rotherham","Research scientist",9,9,NA,NA,4,"IN"
"521","Rahul Mandal  ",30,"Rotherham","Research scientist",9,10,NA,NA,2,"WINNER"
"522","Rav Bansal  ",28,"Erith","Student support",7,1,"Ginger Spice Yuzu Drizzle Cake","Colombian Mocha Mirror Glaze Cake",8,"IN"
"523","Rav Bansal  ",28,"Erith","Student support",7,2,"Union Jack Bunting Biscuits","Gingerbread Christmas Fairground",6,"IN"
"524","Rav Bansal  ",28,"Erith","Student support",7,3,"Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece",10,"IN"
"525","Rav Bansal  ",28,"Erith","Student support",7,4,"Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros",9,"IN"
"526","Rav Bansal  ",28,"Erith","Student support",7,5,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas",8,"IN"
"527","Rav Bansal  ",28,"Erith","Student support",7,6,"Mandarin Margarita Meringue Pie","Blossom Cake",3,"OUT"
"528","Richard Burr  ",38,"Mill Hill, London","Builder",5,1,"Pistachio and Strawberry Swiss Roll","Miniature Coffee & Walnut Cakes",10,"IN"
"529","Richard Burr  ",38,"Mill Hill, London","Builder",5,2,"Rosemary Seeded Crackers","Pirates!",1,"STAR BAKER"
"530","Richard Burr  ",38,"Mill Hill, London","Builder",5,3,"Rye and Cranberry Rolls","Pesto Pinwheel",6,"IN"
"531","Richard Burr  ",38,"Mill Hill, London","Builder",5,4,"Black Forest Chocolate Fondants","Tiramisu Baked Alaska",5,"STAR BAKER"
"532","Richard Burr  ",38,"Mill Hill, London","Builder",5,5,"Fig and Orange Tart","Three Course Autumn Pie Feast",7,"IN"
"533","Richard Burr  ",38,"Mill Hill, London","Builder",5,6,"Fruity Guglhupf with an Orange Glaze","Sugar Forest Dobos Torte",5,"IN"
"534","Richard Burr  ",38,"Mill Hill, London","Builder",5,7,"Minted Lamb Pasties","Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)",1,"STAR BAKER"
"535","Richard Burr  ",38,"Mill Hill, London","Builder",5,8,"Fruit Swedish Tea Ring","Rhubarb and Custard and Toffee Apple Doughnuts",4,"STAR BAKER"
"536","Richard Burr  ",38,"Mill Hill, London","Builder",5,9,"Rose and Pistachio BaklavaWalnut and Almond Baklava","Hazelnut Mocha EntremetsPink Grapefruit Entremets",2,"STAR BAKER"
"537","Richard Burr  ",38,"Mill Hill, London","Builder",5,10,"Pear Pain au ChocolatPain Au Lait","Mill on the Hill",3,"Runner-up"
"538","Robert Billington  ",25,"London","Photographer",2,1,"Blackberry and Vanilla Cupcakeswith Liquorice Frosting","Genoise Layered Mousse Cakewith Chocolate Ganache",3,"IN"
"539","Robert Billington  ",25,"London","Photographer",2,2,"Smoked Bacon and Kale Quiche","Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",5,"IN"
"540","Robert Billington  ",25,"London","Photographer",2,3,"Rye and Coriander Seed Loaf","Blueberry Brioche RollsLemon and Poppy Seed Rolls",4,"IN"
"541","Robert Billington  ",25,"London","Photographer",2,4,"Chocolate and Ginger Oat Biscuits","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons",7,"IN"
"542","Robert Billington  ",25,"London","Photographer",2,5,"Chicken and Mushroom Pie","Rhubarb and Custard Meringue Pie",3,"OUT"
"543","Robert Smart  ",54,"Melbourn, Cambridgeshire","Space Satellite Designer",4,1,"Pecan and Apple Cake","Raspberry Chocolate Cake",1,"STAR BAKER"
"544","Robert Smart  ",54,"Melbourn, Cambridgeshire","Space Satellite Designer",4,2,"Twisty Rye Bread Sticks","Tribute Loaf",5,"IN"
"545","Robert Smart  ",54,"Melbourn, Cambridgeshire","Space Satellite Designer",4,3,"Rhubarb and Orange Trifle","Almond FriandsTurǫn Macaroons",2,"IN"
"546","Robert Smart  ",54,"Melbourn, Cambridgeshire","Space Satellite Designer",4,4,"Apple and Pear Pie with Thyme","Spanakopita with St George's Mushrooms",3,"IN"
"547","Robert Smart  ",54,"Melbourn, Cambridgeshire","Space Satellite Designer",4,5,"Blueberry & Orange Traybake","Dalek",4,"OUT"
"548","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,1,NA,NA,2,"IN"
"549","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,2,NA,NA,5,"IN"
"550","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,3,NA,NA,9,"IN"
"551","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,4,NA,NA,4,"IN"
"552","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,5,NA,NA,5,"IN"
"553","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,6,NA,NA,5,"IN"
"554","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,7,NA,NA,1,"IN"
"555","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,8,NA,NA,2,"IN"
"556","Rosie Brandreth-Poynter  ",28,"Somerset","Veterinary surgeon",10,9,NA,NA,1,"OUT"
"557","Ruby Bhogal  ",29,"London","Project manager",9,1,NA,NA,1,"IN"
"558","Ruby Bhogal  ",29,"London","Project manager",9,2,NA,NA,10,"IN"
"559","Ruby Bhogal  ",29,"London","Project manager",9,3,NA,NA,7,"IN"
"560","Ruby Bhogal  ",29,"London","Project manager",9,4,NA,NA,2,"IN"
"561","Ruby Bhogal  ",29,"London","Project manager",9,5,NA,NA,1,"IN"
"562","Ruby Bhogal  ",29,"London","Project manager",9,6,NA,NA,7,"IN"
"563","Ruby Bhogal  ",29,"London","Project manager",9,7,NA,NA,3,"IN"
"564","Ruby Bhogal  ",29,"London","Project manager",9,8,NA,NA,3,"STAR BAKER"
"565","Ruby Bhogal  ",29,"London","Project manager",9,9,NA,NA,1,"STAR BAKER"
"566","Ruby Bhogal  ",29,"London","Project manager",9,10,NA,NA,3,"Runner-up"
"567","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,1,"Rhubarb and Custard Sandwich Cake","Chocolate and Ginger Night Sky Cake",12,"IN"
"568","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,2,"Mexican Breadsticks","White Chocolate and Orange Peacock Bread",3,"STAR BAKER"
"569","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,3,"Desert Island Trifle","Lemon Shortbread and White Chocolate SeashellsBlackberry and Chocolate Layer Cakes",3,"IN"
"570","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,4,"Apple and Marzipan Pie","Rose, Almond and Raspberry Filo Pie",6,"IN"
"571","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,5,"Blackberry and Lemon Bakewell Slice","'Dropped Ice-Cream' Biscuit Centrepiece",6,"IN"
"572","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,6,"Citrus Tea Loaf","Twisted Swedish KanelbullarSaffron St. Lucia Buns",1,"STAR BAKER"
"573","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,7,"Plum Jam Roly-Polywith Ginger Ice cream","Raspberry and Passion Fruit Mille-feuilleCaramelised Apple LatticePortuguese Custard Tarts",2,"IN"
"574","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,8,"Mango and Nigella Seed Spelt Cob","Carrot Cake and Pistachio Garden Plot",1,"STAR BAKER"
"575","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,9,"Beetroot Jelly on Poppy Seed BiscuitsSpinach, Parmesan and Egg TartletsChoux Buns with Goat's Cheese and Caramelised Onions","Chocolate, Almond Praline and Saffron Opera Cake",4,"IN"
"576","Ruby Tandoh  ",20,"Southend, Essex","History of Art and Philosophy Student",4,10,"Picnic Basket Pie","Raspberry, Lemon and Passion Fruit Wedding Cake",2,"Runner-up"
"577","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,1,"Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd","Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles",NA,"IN"
"578","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,2,"Peanut Shortbread withSalted Peanut Caramel","Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs",5,"IN"
"579","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,3,"Maple and Pecan Bread","Chocolate and Orange Panettone
Cranberry Bagels",2,"IN"
"580","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,4,"Peach and Blueberry Boy Bait","Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",4,"IN"
"581","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,5,"Minced Beef Pie","Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",3,"IN"
"582","Ruth Clemens  ",31,"Poynton, Cheshire","Retail manager/Housewife",1,6,"Mint, Ginger and Blackberry Cake",NA,NA,"Runner-up"
"583","Ryan Chong  ",38,"Bristol","Photographer",3,1,"Kumquat and Orange Polenta","Hidden Flowerbed Mousse Cake",8,"IN"
"584","Ryan Chong  ",38,"Bristol","Photographer",3,2,"Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",5,"IN"
"585","Ryan Chong  ",38,"Bristol","Photographer",3,3,"Spiced Pear Tarte Tatin","UNKNOWN",5,"IN"
"586","Ryan Chong  ",38,"Bristol","Photographer",3,4,"Green Tea Opera Torte","Strawberry, Rose and Pistachio Meringue",7,"IN"
"587","Ryan Chong  ",38,"Bristol","Photographer",3,5,"Curry Spiced Seabass Wellington","Key Lime Pie",8,"STAR BAKER"
"588","Ryan Chong  ",38,"Bristol","Photographer",3,6,"Chocolate FondantsSticky Ginger and Date Puddings","Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",6,"IN"
"589","Ryan Chong  ",38,"Bristol","Photographer",3,7,"Lardy Cakes","Char Siu Bao",6,"OUT"
"590","Sandy Docherty  ",49,"Yeadon, West Yorkshire","Child welfare officer",6,1,"Madeira Cake with Almond Liqueur and Chopped Apricots","Black Forest Gâteau",9,"IN"
"591","Sandy Docherty  ",49,"Yeadon, West Yorkshire","Child welfare officer",6,2,"Chocolate Chunk and Hazelnut Biscotti","Sundried Tomato Cheese Biscuit Box",4,"IN"
"592","Sandy Docherty  ",49,"Yeadon, West Yorkshire","Child welfare officer",6,3,"Soda Breads with Smoked Bacon and Onion","Basket of Bread Flowers with a Walnut and Blue Cheese Centre",7,"IN"
"593","Sandy Docherty  ",49,"Yeadon, West Yorkshire","Child welfare officer",6,4,"Pontefract Crème Brûlées","Cassata, Whisky and Orange & Apple Pie Cheesecakes",6,"OUT"
"594","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,1,"Pear, Chocolate and Hazelnut","Hidden Crown Cake",1,"IN"
"595","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,2,"Toasted Coconut and Lime RotisOatcakes","UNKNOWN",10,"IN"
"596","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,3,"Caramelised Banana Tarte Tatin","French Apple Tart with Blackberry and Cassis Jam",8,"IN"
"597","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,4,"Chocolate and Almond Truffle Torte","Hazelnut Tiramisu Layered Meringue",4,"IN"
"598","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,5,"Beef Wellington with Parma Ham and Gorgonzola Cheese","Chocolate and Banana Cream Pie",4,"IN"
"599","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,6,"Sticky Toffee PuddingsGranny's Saucy Lemon Puddings","Sweet Strudel with Sour Cherries",4,"IN"
"600","Sarah-Jane Willis  ",28,"Bewbush, West Sussex","Vicar's wife",3,7,"Orange, Nutmeg and Saffron Buns","Sour Cherry and Dark Chocolate Christmas Plait",7,"OUT"
"601","Selasi Gbormittah  ",30,"London","Client service associate",7,1,"Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake",1,"IN"
"602","Selasi Gbormittah  ",30,"London","Client service associate",7,2,"""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church",11,"IN"
"603","Selasi Gbormittah  ",30,"London","Client service associate",7,3,"Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread",5,"IN"
"604","Selasi Gbormittah  ",30,"London","Client service associate",7,4,"Perfect Sunday Roast Accompaniment","Lemon and Anise Churros",8,"IN"
"605","Selasi Gbormittah  ",30,"London","Client service associate",7,5,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",3,"IN"
"606","Selasi Gbormittah  ",30,"London","Client service associate",7,6,"Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake",7,"IN"
"607","Selasi Gbormittah  ",30,"London","Client service associate",7,7,"Summer Picnic Roulade","Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",6,"IN"
"608","Selasi Gbormittah  ",30,"London","Client service associate",7,8,"Bouquet of Flowers","Fruity Tudor Marchpane",3,"IN"
"609","Selasi Gbormittah  ",30,"London","Client service associate",7,9,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies",4,"OUT"
"610","Simon Blackwell  ",31,"Norfolk","Rugby Coach",2,1,"Guinness and Chocolate Cupcakes","Two-Tiered Chocolate Courgette Cake",9,"IN"
"611","Simon Blackwell  ",31,"Norfolk","Rugby Coach",2,2,"Smoked Haddock and Watercress Quiche","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",11,"OUT"
"612","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,1,"Pineapple and Coconut Sandwich Cake","'Champagne Bottle and Bucket' Cake",5,"IN"
"613","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,2,"Lemon Limoncino Sandwich Biscuits","'Snakes and Ladders' Game",2,"IN"
"614","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,3,"Tagine Teacakes","'Picnic Basket' Bread Sculpture",6,"IN"
"615","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,4,"Jaffa Millionaire Shortbreads","Bird's Nest Caramel Cake",4,"IN"
"616","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,5,"Ginger, Fig and Honey Steamed School Pudding","Raspberry, Yuzu & White Chocolate Bûche Trifle Terrine",1,"STAR BAKER"
"617","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,6,"'The Four Seasons' Decorative Pies","Game Pie with Glazed Forest Fruits",2,"IN"
"618","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,7,"'Classics with a Twist' Cannoli","'Classics' Sfogliatelle",3,"IN"
"619","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,8,"Char Siu & Banana Praline Bedfordshire Clangers","Citrus with Green Apple Croquembouche Savoy Cake",4,"IN"
"620","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,9,"Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns","'Tutu with Opera Filling' Meringue Centrepiece",1,"STAR BAKER"
"621","Sophie Faldo  ",33,"West Molesey, Surrey","Former army officer and trainee stuntwoman",8,10,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche","'Ode to the Honey Bee' Entremet",2,"WINNER"
"622","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,1,"Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake",11,"IN"
"623","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,2,"Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game",9,"IN"
"624","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,3,"Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture",1,"IN"
"625","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,4,"Rum Salted Caramel Millionaire Shortbreads","Chocolate and Coffee Caramel Cake",1,"IN"
"626","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,5,"Bakewell Tart Steamed School Pudding","Tropical Trifle Terrine",4,"IN"
"627","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,6,"'Love Theme' Decorative Pies","Indian Hand Raised Pie with Mango",6,"IN"
"628","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,7,"My All Time Favourite Desserts","Pastry Surprise",4,"IN"
"629","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,8,"Camembert & Onion and Apple & Blueberry Bedfordshire Clangers","'Bright' Lemon & Orange Savoy Cake",3,"STAR BAKER"
"630","Stacey Hart  ",42,"Radlett, Hertfordshire","Former school teacher",8,9,"'Choux-nicorn and Choux-moji' Choux Buns","'Flamingos in Love' Meringue Centrepiece",2,"OUT"
"631","Steph Blackwell  ",28,"Chester","Shop assistant",10,1,NA,NA,3,"IN"
"632","Steph Blackwell  ",28,"Chester","Shop assistant",10,2,NA,NA,10,"IN"
"633","Steph Blackwell  ",28,"Chester","Shop assistant",10,3,NA,NA,3,"IN"
"634","Steph Blackwell  ",28,"Chester","Shop assistant",10,4,NA,NA,1,"STAR BAKER"
"635","Steph Blackwell  ",28,"Chester","Shop assistant",10,5,NA,NA,4,"STAR BAKER"
"636","Steph Blackwell  ",28,"Chester","Shop assistant",10,6,NA,NA,3,"STAR BAKER"
"637","Steph Blackwell  ",28,"Chester","Shop assistant",10,7,NA,NA,4,"IN"
"638","Steph Blackwell  ",28,"Chester","Shop assistant",10,8,NA,NA,4,"STAR BAKER"
"639","Steph Blackwell  ",28,"Chester","Shop assistant",10,9,NA,NA,3,"IN"
"640","Steph Blackwell  ",28,"Chester","Shop assistant",10,10,NA,NA,3,"Runner-up"
"641","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,1,"Bonfire Night Cake","'A Baker's Lunch' Cake",6,"STAR BAKER"
"642","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,2,"Amarpressi Biscuits","'Check Bake' Game",6,"STAR BAKER"
"643","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,3,"Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture",3,"IN"
"644","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,4,"Orange Macadamia Nut Millionaire Shortbreads","Caramel Crown Cake",7,"IN"
"645","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,5,"Lemon & Blackcurrant Drizzle Steamed School Pudding","'From Across the Jelly Pond' Trifle Terrine",5,"IN"
"646","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,6,"'Fleetwood Mac' Decorative Pies","Christmas Pie",3,"IN"
"647","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,7,"Italian Style Cannoli","'Sicilian-style' Sfogliatelle",1,"STAR BAKER"
"648","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,8,"'Mediterranean Medley' Bedfordshire Clangers","Chestnut Rum Savoy Cake",1,"IN"
"649","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,9,"Key Lime Cheesecake and Bakewell Tart Choux Buns","'Some Air Over the Rainbow' Meringue Centrepiece",3,"IN"
"650","Steven Carter-Bailey  ",34,"Watford, Hertfordshire","Marketer",8,10,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads","'Yin Yang' Entremet",1,"Runner-up"
